largely,很大程度上,r
shift,轉移,v
revenue,收入,n
mark,標記,v
locate,定位,v
county,縣,n
appearance,外貌,n
package,包裹,n
difficulty,困難,n
bridge,橋,n
recommend,推薦,v
obvious,明顯的,j
train,火車,n
basically,基本上,r
e-mail,電子郵件,n
generate,產生,v
anymore,不再,r
propose,提出,v
thinking,思維,n
possibly,可能,r
trend,趨勢,n
visitor,遊客,n
loan,貸款,n
currently,現在,r
comfortable,舒服的,j
investor,投資者,n
but,但,i
profit,利潤,n
angry,生氣的,j
crew,全體人員,n
deep,深的,r
accident,意外事故,n
male,男性,n
meal,一頓飯,n
hearing,聽力,n
traffic,交通,n
muscle,肌肉,n
notion,概念,n
capture,捕獲,v
prefer,更喜歡,v
truly,確實,r
earth,地球,n
Japanese,日本人,j
chest,胸部,n
search,搜尋,v
thick,厚的,j
cash,現金,n
museum,博物館,n
beauty,美麗,n
emergency,緊急狀況,n
unique,獨特的,j
feature,特徵,v
internal,內部的,j
ethnic,種族的,j
link,關聯,v
stress,壓力,n
content,內容,n
select,選擇,v
root,根,n
nose,鼻子,n
declare,宣告,v
outside,外部,r
appreciate,欣賞,v
actual,實際的,j
bottle,瓶子,n
hardly,幾乎,r
setting,環境,n
launch,發射,v
dress,裙子,n
file,文件,n
sick,生病的,j
outcome,結果,n
ad,廣告,n
defend,保衛,v
matter,事,v
judge,法官,v
duty,責任,n
sheet,床單,n
ought,應該,v
ensure,確保,v
Catholic,天主教,j
extremely,極為,r
extent,程度,n
component,成分,n
mix,混合,v
long-term,長期,j
slow,慢的,j
contrast,對比,n
zone,區,n
wake,喚醒,v
challenge,挑戰,v
airport,飛機場,n
chief,首席,n
brown,棕色的,j
standard,標準,j
shirt,襯衫,n
pilot,飛行員,n
warn,警告,v
ultimately,最終,r
cat,貓,n
contribution,貢獻,n
capacity,容量,n
ourselves,我們自己,p
estate,財產,n
guide,指導,n
circumstance,環境,n
snow,雪,n
English,英語,j
politician,政治家,n
steal,偷,v
pursue,追求,v
slip,滑,v
percentage,百分比,n
meat,肉,n
funny,有趣的,j
neither,兩者都不,r
soil,土壤,n
influence,影響,v
surgery,手術,n
correct,正確的,j
Jewish,猶太人,j
blame,責備,v
estimate,估計,v
due,到期的,i
basketball,籃球,n
late,晚的,r
golf,高爾夫球,n
investigate,調查,v
crazy,瘋狂的,j
significantly,顯著地,r
chain,鏈,n
address,地址,n
branch,分支,n
combination,組合,n
just,只是,j
frequently,頻繁地,r
governor,州長,n
relief,寬慰,n
user,使用者,n
dad,爸爸,n
kick,踢,v
part,部分,r
manner,方式,n
ancient,古老的,j
silence,沉默,n
rating,等級,n
golden,金的,j
motion,運動,n
German,德文,j
gender,性別,n
solve,解決,v
fee,費用,n
landscape,景觀,n
used,用過的,j
bowl,碗,n
equal,平等的,j
long,長的,c
official,官方的,j
forth,向前,r
frame,框架,n
typical,典型的,j
except,除了,i
conservative,保守的,j
eliminate,排除,v
host,主持人,n
hall,大廳,n
trust,相信,v
ocean,海洋,n
score,分數,v
row,排,n
producer,製片人,n
afford,買得起,v
meanwhile,同時,r
regime,政權,n
division,分配,n
confirm,確認,v
fix,使固定,v
appeal,上訴,n
mirror,鏡子,n
tooth,齒,n
smart,聰明的,j
length,長度,n
entirely,完全,r
rely,依靠,v
topic,話題,n
complain,抱怨,v
issue,問題,v
variable,多變的,n
back,後退,v
range,範圍,v
telephone,電話,n
perception,洞察力,n
attract,吸引,v
confidence,信心,n
bedroom,臥室,n
secret,秘密,n
debt,債務,n
rare,稀有的,j
his,他的,p
tank,坦克,n
nurse,護士,n
coverage,覆蓋範圍,n
opposition,反對,n
aside,放在一邊,r
anywhere,任何地方,r
bond,紐帶,n
file,文件,v
pleasure,樂趣,n
master,掌握,n
era,時代,n
requirement,要求,n
check,查看,n
stand,站立,n
fun,樂趣,n
expectation,期待,n
wing,翼,n
separate,分離,j
now,現在,c
clear,清除,v
struggle,鬥爭,n
mean,意思是,j
somewhat,有些,r
pour,倒,v
stir,攪拌,v
judgment,判斷,n
clean,乾淨的,v
except,除了,c
beer,啤酒,n
English,英語,n
reference,參考,n
tear,撕,n
doubt,懷疑,n
grant,授予,v
seriously,嚴重地,r
account,帳戶,v
minister,部長,n
totally,完全,r
hero,英雄,n
industrial,工業的,j
cloud,雲,n
stretch,拉緊,v
winner,優勝者,n
volume,體積,n
travel,旅行,n
seed,種子,n
surprised,驚訝,j
rest,休息,v
fashion,時尚,n
pepper,胡椒,n
separate,分離,v
busy,忙碌的,j
intervention,干涉,n
copy,複製,n
tip,提示,n
below,以下,i
cheap,便宜的,j
aim,目的,v
cite,引用,v
welfare,福利,n
vegetable,蔬菜,n
gray,灰色的,j
dish,盤子,n
beach,海灘,n
improvement,改進,n
everywhere,到處,r
opening,開幕,n
overall,全面的,j
divide,劃分,v
initial,最初的,j
terrible,糟糕的,j
oppose,反對,v
contemporary,當代的,j
route,路線,n
multiple,多種的,j
essential,基本的,j
question,問題,v
league,聯盟,n
criminal,刑事,j
careful,小心,j
core,核,n
upper,上,j
rush,匆忙,v
necessarily,一定,r
specifically,具體來說,r
tired,疲勞的,j
rise,上升,n
tie,領帶,n
employ,採用,v
holiday,假期,n
dance,舞蹈,v
vast,廣闊的,j
resolution,解決,n
household,家庭,n
fewer,更少,d
abortion,流產,n
apart,分開,r
witness,證人,n
match,匹配,v
barely,僅僅,r
sector,部門,n
representative,代表,n
lack,缺少,v
beneath,下面,i
beside,旁,i
black,黑色的,n
incident,事件,n
limited,有限的,j
proud,自豪的,j
flow,流動,n
faculty,學院,n
increased,增加,j
waste,浪費,n
merely,僅僅,r
mass,大量的,n
emphasize,強調,v
experiment,實驗,n
definitely,確實,r
bomb,炸彈,n
enormous,巨大的,j
tone,語氣,n
liberal,自由主義,j
massive,大量的,j
engineer,工程師,n
wheel,車輪,n
female,女性,n
decline,衰退,v
invest,投資,v
promise,承諾,n
cable,電纜,n
towards,向,i
expose,暴露,v
rural,鄉村的,j
AIDS,愛滋病,n
Jew,猶,n
narrow,狹窄的,j
cream,奶油,n
secretary,秘書,n
gate,門,n
solid,堅硬的,j
hill,爬坡道,n
typically,通常,r
noise,噪音,n
grass,草,n
unfortunately,很遺憾,r
hat,帽子,n
legislation,立法,n
succeed,成功,v
either,任何一個,d
celebrate,慶祝,v
achievement,成就,n
fishing,釣魚,n
drink,喝,n
accuse,控,v
hand,手,v
useful,有用,j
land,土地,v
secret,秘密,j
reject,拒絕,v
talent,天賦,n
taste,品嚐,n
characteristic,特徵,n
milk,牛奶,n
escape,逃脫,v
cast,投擲,v
sentence,句子,n
unusual,例外,j
closely,密切,r
convince,說服,v
height,高度,n
physician,醫生,n
assess,評估,v
sleep,睡覺,n
plenty,足夠,p
ride,騎,n
virtually,幾乎,r
first,第一的,r
addition,添加,i
sharp,鋒利的,j
creative,有創造力的,j
lower,降低,v
behind,在後面,r
approve,核准,v
explanation,解釋,n
outside,外部,j
gay,同性戀,j
campus,校園,n
proper,恰當的,j
live,居住,j
guilty,有罪的,j
living,活的,j
acquire,獲得,v
compete,競爭,v
technical,技術的,j
plus,加,i
mind,頭腦,v
potential,潛在的,n
immigrant,移民,n
weak,虛弱的,j
illegal,非法的,j
hi,你好,u
alternative,選擇,n
interaction,交互作用,n
column,柱子,n
personality,性格,n
signal,訊號,n
curriculum,課程,n
list,清單,v
honor,榮譽,n
passenger,乘客,n
assistance,協助,n
forever,永遠,r
fun,樂趣,j
regard,看待,v
Israeli,以色列,j
association,協會,n
twenty,二十,m
knock,敲,v
review,審查,v
wrap,裹,v
lab,實驗室,n
offer,提供,n
display,展示,v
criticism,批評,n
asset,資產,n
depression,沮喪,n
spiritual,精神,j
musical,音樂,j
journalist,記者,n
prayer,禱告,n
suspect,懷疑,v
scholar,學者,n
warning,警告,n
climate,氣候,n
cheese,起司,n
observation,觀察,n
childhood,童年,n
payment,支付,n
sir,先生,n
permit,允許,v
cigarette,捲菸,n
definition,定義,n
priority,優先事項,n
bread,麵包,n
creation,創建,n
graduate,畢業,n
request,要求,n
emotion,情感,n
scream,尖叫,v
dramatic,戲劇性,j
universe,宇宙,n
gap,差距,n
excellent,出色的,j
deeply,深,r
prosecutor,檢察官,n
mark,標記,n
green,綠色的,n
lucky,幸運的,j
drag,拖,v
airline,航空,n
library,圖書館,n
agenda,議程,n
recover,恢復,v
factory,工廠,n
selection,選擇,n
primarily,主要是,r
roof,屋頂,n
unable,無法,j
expense,費用,n
initiative,倡議,n
diet,飲食,n
arrest,逮捕,v
funding,資金,n
therapy,治療,n
wash,洗,v
schedule,行程,n
sad,傷心,j
brief,簡短的,j
housing,住房,n
post,郵政,n
purchase,購買,v
existing,現存的,j
dark,黑暗的,n
steel,鋼,n
regarding,關於,i
shout,喊,v
remaining,其餘的,j
visual,視覺的,j
fairly,相當,r
chip,晶片,n
violent,暴力,j
silent,沉默的,j
suppose,認為,v
self,自己,n
bike,自行車,n
tea,茶,n
perceive,感知,v
comparison,比較,n
settlement,沉澱,n
layer,層,n
planning,規劃,n
far,遠的,c
description,描述,n
later,之後,j
slow,慢的,v
slide,滑動,v
widely,廣泛,r
wedding,婚禮,n
inform,通知,v
portion,部分,n
territory,領土,n
immediate,即時,j
opponent,對手,n
abandon,放棄,v
link,關聯,n
mass,大量的,j
lake,湖,n
transform,轉換,v
tension,緊張,n
display,展示,n
leading,領導,j
bother,打擾,v
consist,組成,v
alcohol,酒精,n
enable,使能夠,v
bend,彎曲,v
saving,儲存,n
gain,獲得,n
desert,沙漠,n
shall,將,v
error,錯誤,n
release,發布,n
cop,警察,n
Arab,阿拉伯,j
double,雙倍的,j
walk,走,n
sand,沙,n
Spanish,西班牙語,j
rule,規則,v
hit,打,n
print,列印,n
preserve,儲存,v
passage,頻道,n
formal,正式的,j
transition,過渡,n
existence,存在,n
album,專輯,n
participation,參與,n
arrange,安排,v
atmosphere,氣氛,n
joint,聯合的,j
reply,回覆,v
cycle,循環,n
opposite,對面的,j
lock,鎖,v
whole,所有的,n
deserve,應得,v
consistent,持續的,j
resistance,反抗,n
discovery,發現,n
tear,撕,v
exposure,曝露,n
pose,姿勢,v
stream,溪流,n
sale,銷售,n
trust,相信,n
benefit,益處,v
pot,鍋,n
grand,盛大,j
mine,礦,p
hello,你好,u
coalition,聯盟,n
tale,故事,n
knife,刀,n
resolve,解決,v
racial,種族,j
phase,階段,n
present,展示,n
joke,開玩笑,n
coat,外套,n
Mexican,墨西哥人,j
symptom,症狀,n
contact,接觸,v
manufacturer,製造商,n
philosophy,哲學,n
potato,馬鈴薯,n
interview,面試,v
foundation,基礎,n
quote,引用,v
online,在線的,j
pass,經過,n
negotiation,談判,n
good,好的,n
urge,敦促,v
occasion,場合,n
dust,灰塵,n
breathe,呼吸,v
elect,選,v
investigator,研究者,n
jacket,夾克,n
glad,高興的,j
ordinary,普通的,j
reduction,減少,n
rarely,很少,r
shift,轉移,n
pack,盒,v
suicide,自殺,n
numerous,很多的,j
touch,觸碰,n
substance,物質,n
discipline,紀律,n
elsewhere,別處,r
iron,鐵,n
practical,實際的,j
moreover,而且,r
passion,熱情,n
volunteer,志工,n
implement,實施,v
essentially,本質上,r
gene,基因,n
enforcement,執行,n
vs,與,i
sauce,醬,n
independence,獨立,n
marketing,行銷,n
priest,牧師,n
amazing,驚人的,j
intense,激烈的,j
advance,進步,n
employer,雇主,n
shock,震驚,n
inspire,啟發,v
adjust,調整,v
retire,退休,v
sure,當然,r
visible,可見的,j
kiss,吻,v
illness,身體不適,n
cap,帽子,n
habit,習慣,n
competitive,競爭的,j
juice,汁,n
congressional,國會的,j
involvement,參與,n
dominate,支配,v
previously,之前,r
whenever,每當,r
transfer,轉移,v
analyze,分析,v
another,其他,p
attach,附,v
for,為了,c
Indian,印度人,n
disaster,災難,n
parking,停車處,n
prospect,前景,n
boss,老闆,n
complaint,抱怨,n
championship,錦標賽,n
coach,教練,v
exercise,鍛鍊,v
fundamental,基本的,j
severe,劇烈,j
enhance,提高,v
mystery,神秘,n
impose,強加,v
poverty,貧窮,n
other,其他,i
entry,入口,n
fat,胖的,j
spending,開支,n
king,國王,n
evaluate,評價,v
symbol,象徵,n
still,仍然,j
trade,貿易,v
maker,創客,n
mood,情緒,n
accomplish,完成,v
emphasis,強調,n
illustrate,闡明,v
boot,啟動,n
monitor,監視器,v
Asian,亞洲人,j
entertainment,娛樂,n
bean,豆,n
evaluation,評估,n
creature,生物,n
commander,指揮官,n
digital,數位的,j
arrangement,安排,n
concentrate,集中,v
total,全部的,n
usual,通常,j
anger,憤怒,n
psychological,心理,j
heavily,重重地,r
peak,頂峰,n
approximately,大約,r
increasing,增加,j
disorder,紊亂,n
missile,飛彈,n
equally,同樣地,r
vary,各不相同,v
wire,金屬絲,n
round,圓形的,n
distribution,分配,n
transportation,運輸,n
holy,聖,j
ring,戒指,v
twin,雙,n
command,命令,n
commission,委員會,n
interpretation,解釋,n
breakfast,早餐,n
stop,停止,n
strongly,強烈地,r
engineering,工程,n
luck,運氣,n
so-called,所謂的,j
constant,持續的,j
race,種族,v
clinic,診所,n
veteran,老將,n
smell,聞,v
tablespoon,湯匙,n
capable,有能力的,j
nervous,緊張的,j
tourist,遊客,n
light,光,v
toss,折騰,v
crucial,至關重要的,j
bury,埋葬,v
pray,祈禱,v
tomato,番茄,n
exception,例外,n
butter,奶油,n
deficit,赤字,n
bathroom,浴室,n
objective,客觀的,n
block,堵塞,v
electronic,電子的,j
ally,盟友,n
journey,旅行,n
reputation,名聲,n
mixture,混合物,n
surely,一定,r
tower,塔,n
smoke,抽煙,n
confront,面對,v
pure,純的,j
glance,一眼,v
dimension,方面,n
toy,玩具,n
prisoner,囚犯,n
fellow,同胞,j
smooth,光滑的,j
nearby,附近,j
peer,同行,n
designer,設計師,n
personnel,人員,n
shape,形狀,v
educator,教育家,n
relative,相對的,n
immigration,移民,n
belt,腰帶,n
teaspoon,茶匙,n
birthday,生日,n
implication,意義,n
perfectly,完美,r
coast,海岸,n
supporter,支持者,n
accompany,陪伴,v
silver,銀,n
teenager,青少年,n
recognition,認出,n
retirement,退休,n
flag,旗幟,n
recovery,恢復,n
whisper,耳語,v
watch,手錶,n
gentleman,紳士,n
corn,玉米,n
moon,月亮,n
inner,內,j
junior,初級,j
rather,相當,c
throat,喉,n
salary,薪水,n
swing,搖擺,v
observer,觀察者,n
due,到期的,j
straight,直的,j
publication,出版品,n
pretty,漂亮的,j
crop,莊稼,n
dig,挖,v
strike,罷工,n
permanent,永恆的,j
plant,植物,v
phenomenon,現象,n
anxiety,焦慮,n
unlike,不像,i
wet,濕的,j
literally,字面上地,r
resist,抵抗,v
convention,習俗,n
embrace,擁抱,v
supply,供應,v
assist,協助,v
exhibition,展覽,n
construct,構造,v
viewer,觀眾,n
pan,平底鍋,n
consultant,顧問,n
soon,很快,c
line,線,v
administrator,行政人員,n
date,日期,v
occasionally,偶爾,r
mayor,市長,n
consideration,考慮,n
CEO,執行長,n
secure,安全的,v
pink,粉紅色的,j
smoke,抽煙,v
estimate,估計,n
buck,巴克,n
historic,歷史性,j
poem,詩,n
grandmother,祖母,n
bind,綁定,v
fifth,第五,m
constantly,不斷地,r
enterprise,企業,n
favor,青睞,v
testing,測試,n
stomach,胃,n
apparent,明顯的,j
weigh,稱重,v
install,安裝,v
sensitive,敏感的,j
suggestion,建議,n
mail,郵件,n
recipe,食譜,n
reasonable,合理的,j
preparation,準備,n
wooden,木製的,j
elementary,初級,j
concert,音樂會,n
aggressive,挑釁的,j
FALSE,錯誤的,j
intention,意圖,n
channel,頻道,n
extreme,極端,j
tube,管子,n
drawing,繪畫,n
protein,蛋白質,n
quit,辭職,v
absence,缺席,n
roll,卷,n
Latin,拉丁,j
rapidly,迅速地,r
jail,監獄,n
comment,評論,v
diversity,多樣性,n
honest,誠實的,j
Palestinian,巴勒斯坦,j
pace,步伐,n
employment,就業,n
speaker,揚聲器,n
impression,印象,n
essay,散文,n
respondent,受訪者,n
giant,巨大的,j
cake,蛋糕,n
historian,歷史學家,n
negotiate,談判,v
restore,恢復,v
substantial,重大的,j
pop,流行音樂,v
particular,特別的,r
specialist,專家,n
origin,起源,n
approval,贊同,n
mine,礦,n
quietly,悄悄,r
advise,建議,v
conventional,傳統的,j
drop,降低,n
count,數數,n
depth,深度,n
wealth,財富,n
disability,殘障,n
shell,殼,n
general,一般的,r
criticize,批評,v
fast,快速地,j
professional,專業的,n
effectively,有效地,r
biological,生物,j
pack,盒,n
onion,洋蔥,n
deputy,副,n
flat,平坦的,j
brand,品牌,n
assure,保證,v
mad,瘋狂的,j
award,獎,n
criteria,標準,n
dealer,經銷商,n
via,透過,i
alternative,選擇,j
utility,公用事業,n
precisely,恰恰,r
arise,出現,v
armed,武裝的,j
nevertheless,儘管如此,r
highway,公路,n
clinical,臨床,j
routine,常規,n
schedule,行程,v
wage,薪資,n
normally,通常情況下,r
phrase,短語,n
ingredient,成分,n
stake,賭注,n
Muslim,穆斯林,j
dream,夢,v
fiber,纖維,n
activist,活動家,n
Islamic,伊斯蘭教,j
snap,折斷,v
terrorism,恐怖主義,n
refugee,難民,n
incorporate,包含,v
hip,時髦的,n
ultimate,最終的,j
switch,轉變,v
corporation,公司,n
valuable,有價值的,j
assumption,假設,n
gear,齒輪,n
graduate,畢業,v
barrier,障礙,n
minor,次要的,j
provision,條款,n
killer,殺手,n
assign,分配,v
gang,幫派,n
developing,發展,j
classic,經典的,j
chemical,化學,n
wave,海浪,v
label,標籤,n
teen,青少年,n
index,指數,n
vacation,假期,n
advocate,提倡,n
draft,草稿,n
extraordinary,非凡的,j
heaven,天堂,n
rough,粗糙的,j
yell,叫喊,v
pregnant,懷孕,j
distant,遙遠,j
drama,戲劇,n
satellite,衛星,n
personally,親自,r
wonder,想知道,n
clock,鐘,n
chocolate,巧克力,n
Italian,義大利語,j
Canadian,加拿大人,j
ceiling,天花板,n
sweep,掃,v
advertising,廣告,n
universal,普遍的,j
spin,旋轉,v
house,房子,v
button,按鈕,n
bell,鐘,n
rank,秩,n
darkness,黑暗,n
ahead,前面,i
clothing,衣服,n
super,極佳的,j
yield,屈服,v
fence,柵欄,n
portrait,肖像,n
paint,畫,n
survival,生存,n
roughly,大致,r
lawsuit,訴訟,n
bottom,底部,j
testimony,見證,n
bunch,束,n
beat,打,n
wind,風,v
found,成立,v
burden,負擔,n
react,反應,v
chamber,室,n
furniture,家具,n
cooperation,合作,n
string,細繩,n
ceremony,儀式,n
communicate,交流,v
taste,品嚐,v
cheek,臉頰,n
lost,遺失的,j
profile,輪廓,n
mechanism,機制,n
disagree,不同意,v
like,喜歡,r
penalty,懲罰,n
match,匹配,n
ie,IE,r
advance,進步,v
resort,採取,n
destruction,破壞,n
bear,熊,n
unlikely,不太可能,j
tissue,組織,n
constitutional,憲政的,j
pant,喘氣,n
stranger,陌生人,n
infection,感染,n
cabinet,內閣,n
broken,破碎的,j
apple,蘋果,n
electric,電的,j
proceed,繼續,v
track,追蹤,v
bet,賭注,v
literary,文學的,j
virus,病毒,n
stupid,愚蠢的,j
dispute,爭議,n
fortune,財富,n
strategic,策略,j
assistant,助理,n
overcome,克服,v
remarkable,卓越,j
occupy,佔據,v
statistics,統計數據,n
shopping,購物,n
cousin,表哥,n
encounter,遇到,v
wipe,擦拭,v
initially,最初,r
blind,瞎的,j
white,白色的,n
port,港口,n
honor,榮譽,v
electricity,電,n
genetic,遺傳的,j
adviser,顧問,n
pay,支付,n
spokesman,發言人,n
retain,保持,v
latter,後者,d
incentive,激勵,n
slave,奴隸,n
chemical,化學,j
translate,翻譯,v
accurate,準確的,j
whereas,然而,c
terror,恐怖,n
though,儘管,r
expansion,擴張,n
elite,菁英,n
Olympic,奧林匹克,j
dirt,污垢,n
odd,奇怪的,j
rice,米,n
bullet,子彈,n
tight,緊的,j
Bible,聖經,n
chart,圖表,n
solar,太陽的,j
decline,衰退,n
conservative,保守的,n
process,過程,v
square,方塊,j
stick,戳,n
concentration,專注,n
complicated,複雜的,j
gently,輕輕地,r
champion,冠軍,n
scenario,設想,n
telescope,望遠鏡,n
reflection,反射,n
revolution,革命,n
strip,條,n
interpret,解釋,v
friendly,友善的,j
tournament,比賽,n
fiction,小說,n
detect,探測,v
balance,平衡,v
likely,可能,r
tremendous,巨大的,j
lifetime,壽命,n
recommendation,推薦,n
flow,流動,v
senator,參議員,n
market,市場,v
hunting,打獵,n
salad,沙拉,n
guarantee,保證,v
innocent,清白的,j
boundary,邊界,n
pause,暫停,v
remote,偏僻的,j
satisfaction,滿意,n
journal,雜誌,n
bench,長椅,n
lover,情人,n
raw,生的,j
awareness,意識,n
surprising,奇怪,j
withdraw,提取,v
general,一般的,n
deck,甲板,n
similarly,相似地,r
newly,新,r
pole,極,n
testify,作證,v
mode,模式,n
dialogue,對話,n
imply,意味著,v
naturally,自然,r
mutual,相互的,j
founder,創辦人,n
top,頂部,i
advanced,先進的,j
pride,自豪,n
dismiss,解僱,v
aircraft,飛機,n
delivery,送貨,n
mainly,主要是,r
bake,烤,v
freeze,凍結,v
platform,平台,n
finance,金融,n
sink,下沉,v
attractive,吸引人的,j
respect,尊重,v
diverse,各種各樣的,j
relevant,相關的,j
ideal,理想的,j
joy,喜悅,n
worth,值得,n
regularly,常,r
working,在職的,j
singer,歌手,n
evolve,發展,v
shooting,射擊,n
partly,部分地,r
unknown,未知,j
assistant,助理,j
offense,罪行,n
counter,櫃檯,n
DNA,脫氧核糖核酸,n
smell,聞,n
potentially,潛在地,r
transfer,轉移,n
thirty,三十,m
justify,證明合法,v
protest,反對,n
crash,碰撞,n
craft,工藝,n
treaty,條約,n
terrorist,恐怖分子,n
insight,洞察力,n
possess,具有,v
politically,政治上,r
tap,輕敲,v
lie,說謊,n
extensive,廣泛的,j
episode,插曲,n
double,雙倍的,v
swim,游泳,v
tire,胎,v
fault,過失,n
loose,鬆動的,j
free,自由的,v
shortly,不久,r
originally,起初,r
considerable,大量,j
prior,事先的,i
intellectual,知識分子,j
mix,混合,n
assault,突擊,n
relax,放鬆,v
stair,樓梯,n
adventure,冒險,n
external,外部的,j
proof,證明,n
confident,自信的,j
headquarters,總部,n
sudden,突然的,j
dirty,骯髒的,j
violation,違反,n
tongue,舌頭,n
license,執照,n
hold,抓住,n
shelter,庇護所,n
rub,擦,v
controversy,爭議,n
entrance,入口,n
favorite,最喜歡的,n
practice,實踐,v
properly,適當地,r
fade,褪色,v
defensive,防禦性的,j
tragedy,悲劇,n
net,網,n
characterize,表徵,v
funeral,葬禮,n
profession,職業,n
alter,改變,v
spot,點,v
constitute,構成,v
establishment,設立,n
squeeze,擠,v
imagination,想像力,n
target,目標,v
mask,面具,n
convert,轉變,v
comprehensive,綜合的,j
prominent,著名的,j
presentation,推介會,n
regardless,不管,r
easy,簡單的,r
load,載入,v
stable,穩定的,j
introduction,介紹,n
appeal,上訴,v
pretend,假裝,v
not,不是,c
elderly,老年,j
representation,表示,n
deer,鹿,n
split,分裂,v
violate,違反,v
partnership,合夥,n
pollution,污染,n
emission,排放,n
steady,穩定的,j
vital,必不可少的,j
neither,兩者都不,d
fate,命運,n
earnings,效益,n
oven,烤箱,n
distinction,差別,n
segment,部分,n
nowhere,無所不在,r
poet,詩人,n
mere,僅僅,j
exciting,令人興奮的,j
variation,變化,n
comfort,舒適,n
radical,激進的,j
stress,壓力,v
adapt,適應,v
Irish,愛爾蘭語,j
honey,蜂蜜,n
correspondent,記者,n
pale,蒼白,j
musician,音樂家,n
significance,意義,n
load,載入,n
round,圓形的,j
vessel,血管,n
storage,貯存,n
flee,逃跑,v
mm-hmm,嗯嗯,u
leather,皮革,n
distribute,散佈,v
evolution,演化,n
ill,患病的,j
tribe,部落,n
shelf,架子,n
can,能,n
grandfather,祖父,n
lawn,草地,n
buyer,買方,n
dining,用餐,n
wisdom,智慧,n
council,理事會,n
vulnerable,易受傷害的,j
instance,實例,n
garlic,蒜,n
capability,能力,n
poetry,詩,n
celebrity,名人,n
gradually,逐步地,r
stability,穩定,n
doubt,懷疑,v
fantasy,幻想,n
scared,害怕的,j
guide,指導,v
plot,陰謀,n
framework,框架,n
gesture,手勢,n
depending,取決於,i
ongoing,正在進行的,j
psychology,心理學,n
since,自從,r
counselor,顧問,n
witness,證人,v
chapter,章,n
fellow,同胞,n
divorce,離婚,n
owe,欠,v
pipe,管道,n
athletic,運動的,j
slight,輕微,j
math,數學,n
shade,陰影,n
tail,尾巴,n
sustain,維持,v
mount,山,v
obligation,義務,n
angle,角度,n
palm,棕櫚,n
differ,不同,v
custom,風俗,n
store,店鋪,v
economist,經濟學家,n
fifteen,十五,m
soup,湯,n
celebration,慶典,n
efficient,高效率的,j
damage,損害,v
composition,作品,n
satisfy,滿足,v
pile,樁,n
briefly,簡要地,r
carbon,碳,n
closer,更近,j
consume,消耗,v
scheme,方案,n
crack,裂縫,n
frequency,頻率,n
tobacco,菸草,n
survivor,倖存者,n
besides,除了,r
in,在,c
psychologist,心理學家,n
wealthy,富裕,j
galaxy,星系,n
given,給定,j
fund,基金,v
ski,滑雪,n
limitation,限制,n
OK,好的,j
trace,痕跡,v
appointment,預約,n
preference,偏愛,n
meter,儀表,n
explosion,霹靂,n
arrest,逮捕,n
publicly,公開,r
incredible,極佳的,j
fighter,戰鬥機,n
rapid,迅速的,j
admission,入場,n
hunter,獵人,n
educate,教育,v
painful,痛苦,j
friendship,友誼,n
aide,助理,n
infant,嬰兒,n
calculate,計算,v
fifty,五十,m
rid,擺脫,v
porch,門廊,n
tendency,趨勢,n
uniform,制服,n
formation,形成,n
scholarship,獎學金,n
reservation,預訂,n
efficiency,效率,n
waste,浪費,v
qualify,有資格,v
mall,購物中心,n
derive,衍生,v
scandal,醜聞,n
PC,個人電腦,n
helpful,有幫助的,j
impress,留下深刻印象,v
heel,腳跟,n
resemble,類似,v
privacy,隱私,n
fabric,織物,n
surprise,驚喜,v
contest,競賽,n
proportion,部分,n
guideline,指引,n
rifle,步槍,n
maintenance,維護,n
conviction,定罪,n
trick,詭計,n
organic,有機的,j
tent,帳篷,n
examination,考試,n
publisher,出版商,n
strengthen,加強,v
French,法語,n
proposed,建議的,j
myth,神話,n
sophisticated,複雜的,j
cow,乳牛,n
etc,ETC,r
standing,常設,n
asleep,睡著了,j
tennis,網球,n
nerve,神經,n
barrel,桶,n
bombing,轟炸,n
membership,會員資格,n
ratio,比率,n
menu,選單,n
purchase,購買,n
controversial,有爭議的,j
desperate,絕望的,j
rate,速度,v
lifestyle,生活方式,n
humor,幽默,n
loud,大聲,j
glove,手套,n
suspect,懷疑,n
sufficient,充足的,j
narrative,敘述,n
photographer,攝影師,n
helicopter,直升機,n
Catholic,天主教,n
modest,謙虛的,j
provider,提供者,n
delay,延遲,n
agricultural,農業,j
explode,霹靂,v
stroke,中風,n
scope,範圍,n
punishment,懲罰,n
handful,少數,n
badly,嚴重地,r
horizon,地平線,n
curious,好奇的,j
downtown,市中心,j
girlfriend,女朋友,n
prompt,迅速的,v
request,要求,v
cholesterol,膽固醇,n
absorb,吸收,v
adjustment,調整,n
taxpayer,納稅人,n
eager,渴望的,j
principal,主要的,n
detailed,詳細的,j
motivation,動機,n
assignment,任務,n
restriction,限制,n
across,穿過,r
Palestinian,巴勒斯坦,n
laboratory,實驗室,n
workshop,工作坊,n
differently,不同地,r
auto,汽車,n
romantic,浪漫的,j
cotton,棉布,n
motor,引擎,n
sue,起訴,v
flavor,味道,n
overlook,俯瞰,v
float,漂浮,v
undergo,經歷,v
sequence,順序,n
demonstration,示範,n
jet,噴射,n
orange,橘子,j
consumption,消耗,n
assert,斷言,v
blade,刀刃,n
temporary,暫時的,j
medication,藥物,n
print,列印,v
cabin,艙,n
bite,咬,v
relative,相對的,j
edition,版,n
valley,谷,n
yours,你的,p
pitch,瀝青,n
pine,松樹,n
